seller_id,seller_state,geolocation_lat,geolocation_lng
731ef20c231d9a7103a425e83fd91271,SC,-27.817961265508973,-50.33084541862557
eeb6de78f79159600292e314a77cbd18,SC,-27.817961265508973,-50.33084541862557
78813699ffac347fe27dba345a5f1551,RS,-29.17519237322801,-51.56925812204669
3296662b1331dea51e744505065ae889,SP,-21.122698540890145,-48.96345173265747
9a03a4e9eb0b947652fae4f6121a3f5e,SP,-21.122698540890145,-48.96345173265747
411f3b52d857390502ee4e4d5ceabc2d,SP,-23.711851592420174,-46.412305969717096
bba3293d6f5d5af2f415e004e8b93ae3,SP,-23.636610122444374,-46.71246525292962
4e7c18b98d84e05cbae3ff0ff03846c2,SP,-21.24585439841629,-48.31802029773208
b56906f7fd1696e043f1bcce164c487b,SP,-22.42991352757263,-50.20537399541853
52f9db5cfb423382a2fa5c9e39303202,SP,-22.42991352757263,-50.20537399541853
d650b663c3b5f6fb392b6326366efa9a,SP,-23.62696161519438,-46.86795965406048
669ae81880e08f269a64487cfb287169,SC,-27.214976573187975,-49.63785341695686
1b65c144b17e607c0f37f10bb7dfec8d,SC,-27.214976573187975,-49.63785341695686
c2d70ce2c5d0a2eb75e78668236e6dc8,SP,-23.59383917278593,-46.61645866896797
674207551483fec113276b67b0d871ff,SP,-23.50558801312256,-47.469820367393346
916748bc99315c2d202898ae58b1617e,SP,-23.50558801312256,-47.469820367393346
3e46a38ee171c503c3b4a3f23fe3bf0c,SP,-23.50558801312256,-47.469820367393346
abe42c5d03695b4257b5c6cbf4e6784e,RJ,-22.838041811091774,-43.3225010799997
1996942dc085d7773ba77a529b163cd0,SP,-21.359825797059045,-48.074061141625435
b33e7c55446eabf8fe1a42d037ac7d6d,SP,-21.359825797059045,-48.074061141625435
79b93a308a97792cf53ac75f46da00b5,RJ,-22.985270708968645,-43.204229732048276
7cf4ea70955b00d6b3c22542598e2715,SP,-23.526973050419656,-46.64038788039167
63ffcb71394dd8ea3872ed9ffda17c74,RJ,-22.753953255845797,-42.88919398506441
83353a83fd769dfafa4f21a72b15e3e5,SP,-23.634927025126775,-46.77221924138939
cda598c48d7c614bc1cad7d8ff6f0010,SP,-20.822551191718293,-49.49204269570385
d4910f1cdcfdabd48d6b316e395d4a23,SP,-23.67502344202778,-46.53876350665598
334cab711dee080b079fa5779b584783,SP,-23.67502344202778,-46.53876350665598
ca4b77513ac2040591b0d8fae6958380,SP,-23.67502344202778,-46.53876350665598
709e16e2b25c7474d980076c6bfc4806,SP,-21.29508648617138,-50.34318827343978
69b5eaa096c3f9d1e5c398c597f567d6,SP,-21.29508648617138,-50.34318827343978
76833248bbc0e65a0293ec62023e4396,SP,-21.29508648617138,-50.34318827343978
bc503e244f187939d10c92a5c8e378ce,SP,-21.29508648617138,-50.34318827343978
bdf0d02d36a1d839d0c39c4a887cdd49,SP,-21.29508648617138,-50.34318827343978
b05b432bf68945d4d9783f9e3ca29ee8,SP,-21.29508648617138,-50.34318827343978
1dcfa3835714681d4ba4a93bc1e0fd41,SP,-21.29508648617138,-50.34318827343978
5d505d2298ad549e4e4e835562fa0c1e,SP,-21.29508648617138,-50.34318827343978
9cad4b68bb993ee401a3c5aaa2bc26dd,SP,-21.29508648617138,-50.34318827343978
276677b5d08786d5dce7c2149dcce48b,MG,-19.83665865816753,-43.9453425077265
9c4d31c7e46ab03a43fc06e3142afd4e,RJ,-22.886244788124753,-43.26754294899786
512d298ac2a96d1931b6bd30aa21f61d,RJ,-22.90779821623599,-43.243117441570796
99cd94252748d2bdde08e17858233602,SP,-22.919802354808656,-45.46457050782633
698624c6632eeba1774924dbea24c700,SP,-23.572837970145184,-46.659234947512424
8bb48dc19fccaa8613b6229bf7f452a2,SP,-22.675665412164474,-50.437699768191
ad87df7699e83b8a91822a4a0b765c3a,SP,-22.69408747635863,-46.98545911933721
db7ed69a53aa9fb1c01930ba54a88bbe,SP,-22.69408747635863,-46.98545911933721
52a50b42accf164f9f019941e5759d9b,SP,-22.69408747635863,-46.98545911933721
d6b664fa0667064c6d76394e7848d790,SP,-21.79081912315189,-48.184614002408665
ef30892870c278497523264be1be2241,SP,-21.79081912315189,-48.184614002408665
7816cd9c5b1238e320545f5bf7eb80e8,SP,-21.79081912315189,-48.184614002408665
98f52e1020fe788c10c0418de4393fec,RJ,-22.338794661281305,-41.75539547036854
eb72802c83dc7547529c9546d1a9b8ef,SP,-22.392217406389072,-47.578418519250064
8ccf3cf69651cc1d8a02c8bfaf3b8568,SP,-22.392217406389072,-47.578418519250064
58c851d1a3c7cd3da329eb59453fed44,SP,-22.392217406389072,-47.578418519250064
3f9be91358837bff69df67edfa3e42e8,PR,-23.321030637777863,-51.14176307883429
9315e491484b1b0081ca166fc164108d,PR,-23.321030637777863,-51.14176307883429
1d4587203296c8f4ad134dc286fa6db0,SP,-23.5042905350053,-46.72766007319866
791cfcfe22fe4a771ece27f90017da92,SP,-21.179353606296523,-47.808500837480786
5eeb9c756d9780b96283e5a2ac6da334,SP,-21.179353606296523,-47.808500837480786
392f7f2c797e4dc077e4311bde2ab8ce,RN,-22.84241849058194,-43.300843557957364
95e03ca3d4146e4011985981aeb959b9,RJ,-22.84241849058194,-43.300843557957364
0c8380b62e38e8a1e6adbeba7eb9688c,MG,-21.693233185375103,-45.259366066052195
4e480be820e37de1444325ff358c9296,MG,-21.693233185375103,-45.259366066052195
0cbcee27c791afa0cdcb08587a2013a8,MG,-21.693233185375103,-45.259366066052195
37be5a7c751166fbc5f8ccba4119e043,SP,-23.612498825875402,-46.59779035247457
87d73636a3acf123e842bb890a4db036,SP,-20.693488565281623,-50.04261717535815
e24d3429d294b2eb200b064ebb035879,SP,-23.53317236376208,-46.51678408011761
44073f8b7e41514de3b7815dd0237f4f,DF,-15.833748144712787,-47.947150854189985
05ca864204d09595ae591b93ea9cf93d,SP,-23.50398072643377,-46.840983806203525
0873d9f8f36123f8d910f4760e788cfb,SP,-23.50398072643377,-46.840983806203525
9d39404483343dd55c7ae254494d8388,SP,-23.545556845099416,-46.64150085333575
f9eda05b67bef472deaddbba84aca289,SC,-28.358018902390246,-49.28832810730867
75745ef7bc7d4f3ea3380f6f5303f514,DF,-15.827647838138848,-47.92428505500661
0692610d8abe24f287e9fae90ea0bbee,SP,-23.473173683753753,-46.6008986313877
fa40cc5b934574b62717c68f3d678b6d,SP,-23.473173683753753,-46.6008986313877
2f4b0d3b9634b647d4edee577d7ebb7e,SP,-23.473173683753753,-46.6008986313877
7b07b3c7487f0ea825fc6df75abd658b,SP,-23.50575771772696,-46.62426584574739
99002261c568a84cce14d43fcffb43ea,MT,-15.659458480800145,-56.05087749248732
e5899683388855d3dabe8913bbe365de,SP,-22.033526725480534,-47.90905009143036
1c56ffe0e9dea2657fc6e95b53f40b13,SP,-22.033526725480534,-47.90905009143036
784ba75dd9d20200c4caed3d7a77141a,SP,-23.54114254889919,-46.63848150816681
099095b050cfe8eb1ddff5317587e96e,SP,-23.54901500202447,-46.56740598226711
0ad80de75c811326389cfb1daba7d45e,RJ,-22.92407937365451,-43.21379225353238
b9a03475e6447e631b6799ec8274800f,PR,-24.29604466508284,-53.315138137206254
ba6b4a237f92479743cf0ca06b67a9ac,RJ,-22.931006872545307,-43.689099106167085
ea00f977a203ff88adf7057cb7806998,SP,-23.939737532386214,-46.359325349826335
82e0a475a88cc9595229d8029273f045,SP,-23.540101347645987,-46.54823160590422
ad75519a07f039025e83795a4418470f,GO,-14.43073368841814,-49.7106029180799
34aefe746cd81b7f3b23253ea28bef39,PR,-25.444451769358118,-49.32794630681775
8a2d12a90e92f012ce5226fc6592b653,PR,-25.444451769358118,-49.32794630681775
ed4acab38528488b65a9a9c603ff024a,SP,-23.56883168516707,-46.43634862490832
8ff38bc3969e67c36c48343a07090f66,SP,-23.56883168516707,-46.43634862490832
f0837c8d71434931d9e38e7b79234797,RS,-28.871521064173052,-52.180098190846316
fce62094ffe6a4009188ec44e681dfdd,SP,-23.6640867792004,-46.68725948091805
ebef8d8c92b4fd3226e5d407bbff21ac,SP,-21.200318829674597,-47.802354315950716
9e17b9d64683aebcbb9ee362d06463b4,SP,-21.200318829674597,-47.802354315950716
5f5a58930c3c35f3b5af264f34fb8c85,SP,-21.200318829674597,-47.802354315950716
b5dd7151a92ccaaa282cbe9681a05f44,SP,-21.200318829674597,-47.802354315950716
a36b125ac6d5fdbc7f50de85c9157bdc,SP,-21.200318829674597,-47.802354315950716
c32fc744b9160ac853450488e3cfea93,SP,-21.200318829674597,-47.802354315950716
35857757f553273b1056c1cabdace7fb,SP,-21.200318829674597,-47.802354315950716
165b1235e9e9942cb5fae67103576fb0,SP,-21.200318829674597,-47.802354315950716
d73cbd89533ce8b041a9190241453ac8,MG,-21.00466750894162,-42.71946285802102
75a4764c108403a7a0575140cb22287c,RS,-29.173485938723665,-51.151005151231054
70c0fda4c313d87115644d39e62eec60,PE,-8.285099800760587,-35.97075615496189
ffcfefa19b08742c5d315f2791395ee5,PR,-25.42462684918724,-49.25382259847708
f3511c85f59f8dec53d140501ee8e7a8,PR,-25.42462684918724,-49.25382259847708
d624126b9206f595fb3fbb6ba03b28a8,PR,-25.42462684918724,-49.25382259847708
26e13b6ff5b641b329e5524241ee2c93,SP,-20.528262370114636,-47.38709863765947
a6fe7de3d16f6149ffe280349a8535a0,SP,-20.528262370114636,-47.38709863765947
86bb7c4b535e49a541baf3266b1c95b1,SP,-20.528262370114636,-47.38709863765947
7202e2ba20579a9bd1acb29e61fe71f6,SP,-20.528262370114636,-47.38709863765947
a066df7361163e7ddc5d7452dd17448b,SP,-20.528262370114636,-47.38709863765947
0ade5cc4a305ed7093a23f68ca47519c,PR,-25.484013528894824,-49.272425378198484
fc59392d66ef99377e50356ee4f3b4e1,BA,-12.977279752232883,-38.496729539549364
b18dc380845b24038cfc48006478f099,SP,-23.68878343738479,-46.59061205890815
655220df33262c7e0c4949a147366f94,SP,-23.68878343738479,-46.59061205890815
f22a247b79dd22ecd91dc8e3b2a1b07c,SP,-23.49188115637391,-46.35030865573543
889009a0ed0bb52c87819941192931b8,SP,-22.609818086462283,-48.79619142626718
ffc470761de7d0232558ba5e786e57b7,SP,-23.464355467638494,-46.53785009179902
4c498c7345e89aebad651544829beca0,SP,-23.572542197256997,-46.81937766976592
43f8c9950d11ecd03a0304a49e010da6,SP,-23.572542197256997,-46.81937766976592
e51f22821f0c12a16ad5c020cdcd55e9,SP,-23.572542197256997,-46.81937766976592
01bcc9d254a0143f0ce9791b960b2a47,GO,-14.520789026924472,-49.14260227783241
2d42ebcda99fd55f6f4bc2f1ca035d50,GO,-14.520789026924472,-49.14260227783241
f021c962aaba8ef6eb527a9c2c8394d1,SC,-26.91153727464585,-48.65665902341681
0bae85eb84b9fb3bd773911e89288d54,SP,-26.91153727464585,-48.65665902341681
52b53f7061969fe471d119b6195da864,SP,-26.91153727464585,-48.65665902341681
8378eb36b6b70c5734e83ad7b8cdc3b7,SC,-26.91153727464585,-48.65665902341681
024b564ae893ce8e9bfa02c10a401ece,SP,-23.583309963615232,-46.53803592927782
a513150f33f99a06569e9cd5c4bb889b,SP,-23.58062205235887,-46.61852873530774
edf96ef93ed595084bbcbd9224bd2894,SP,-23.58062205235887,-46.61852873530774
c1dde11f12d05c478f5de2d7319ad3b2,SP,-23.539639404937706,-46.63215384647908
14a08204d03bb6b6bde8029f801ae0eb,SP,-23.539639404937706,-46.63215384647908
c84592044b180dec206770c38603814b,SP,-23.539639404937706,-46.63215384647908
6902157ee16728322d61a1321fa79e58,SP,-23.539639404937706,-46.63215384647908
6da1992f915d77be95d7fa48b36904af,SP,-23.539639404937706,-46.63215384647908
5d378b73ab7dd6f0418d743e5dcb0bd1,SP,-23.539639404937706,-46.63215384647908
630008e0f062605a415d694489f6f82e,SP,-23.539639404937706,-46.63215384647908
7040e82f899a04d1b434b795a43b4617,SP,-23.539639404937706,-46.63215384647908
02f5837340d7eb4f653d676c7256523a,PR,-25.459160510194007,-49.284315543597536
253c025bab43881055aeecde5e2d8b77,PR,-25.459160510194007,-49.284315543597536
612a743d294c27884fb7b80d2b19ba35,PR,-25.459160510194007,-49.284315543597536
7b98de631987e26dd6d803490c43a13c,PR,-22.92958347247877,-53.13574977982756
df560393f3a51e74553ab94004ba5c87,PR,-22.92958347247877,-53.13574977982756
9c54608f0996c32ae4743089d915f845,PR,-22.92958347247877,-53.13574977982756
f12ff17ad8bbf01ec5c33b17e506649b,SP,-23.565702020028752,-46.58147005350239
a64e44665225d19dfc0277eeeaaccc57,SP,-21.875829755463744,-51.84463248384426
6a8a889bde935bafa76d7848782dfaf9,SP,-23.477579756854865,-46.682952540053336
23ca5f678e0b3ea6c630b30fa8bf51ea,SP,-23.477579756854865,-46.682952540053336
42b6488f5b8246d9141712abd4b1b693,PR,-23.42892338460604,-51.94829615291822
d6cd01c59123df02fc226eadbadb5f89,SP,-23.53913992882636,-46.63867570977421
c13ef0cfbe42f190780f621ce81f2234,SP,-23.53913992882636,-46.63867570977421
c8e135e7b21ecbc36c1153a29d2f5a06,SP,-23.56460360685005,-46.66430656705065
229c3efbfb0ea2058de4ccdfbc3d784a,MG,-19.924775965269745,-43.946945168821436
f9a02f1922d1de564392e656d82b3fda,SP,-23.539589435180513,-46.35860211220289
9523fb39dd240aa958e040f8183d64f3,SP,-23.56943788150824,-46.618519585794495
777a0c55737f34ffeb78010f7542ab41,SP,-23.56943788150824,-46.618519585794495
95ec4458365c4d11f452ccf538377619,SP,-22.600556474252752,-47.40776690336797
fcba71d4d5db057f43249145e4eb1e27,SP,-22.600556474252752,-47.40776690336797
b33aaadd1a8891d2dfef0c4c3bdf0371,SP,-22.600556474252752,-47.40776690336797
553a440137d6e0cf776aee0bb83ac9f5,SP,-22.600556474252752,-47.40776690336797
729f06993dac8e860d4f02d7088ca48a,SP,-22.600556474252752,-47.40776690336797
